Store;DayOfWeek;Date;Sales;Customers;Open;Promo;StateHoliday;SchoolHoliday;StoreType;Assortment;CompetitionDistance;CompetitionOpenSinceMonth;CompetitionOpenSinceYear;Promo2;Promo2SinceWeek;Promo2SinceYear;PromoInterval;State;Latitude;Longitude
319;4;23.07.2015;6,134 €;703;1;0;0;1;a;c;570;9;2012;1;27;2012;Mar,Jun,Sept,Dec;Niedersachsen;52,62;6,98
320;4;23.07.2015;14,242 €;2014;1;0;0;1;a;c;210;9;2012;0;;;;Sachsen;51,08;13,1
321;4;23.07.2015;4,900 €;501;1;0;0;1;c;c;8140;11;2013;1;10;2014;Mar,Jun,Sept,Dec;Nordrhein-Westfalen;50,83;6,17
322;4;23.07.2015;4,676 €;523;1;0;0;1;a;a;17500;4;2001;1;37;2009;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;51,52;8,12
323;4;23.07.2015;6,916 €;607;1;0;0;0;d;c;8400;4;2012;1;5;2013;Feb,May,Aug,Nov;Sachsen-Anhalt;52,46;11,25
324;4;23.07.2015;4,486 €;607;1;0;0;1;a;a;13140;;;1;14;2011;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;54,04;13,17
325;4;23.07.2015;6,482 €;808;1;0;0;1;a;c;350;3;2011;1;22;2011;Feb,May,Aug,Nov;Nordrhein-Westfalen;51,09;8,2
326;4;23.07.2015;4,782 €;410;1;0;0;0;d;a;10070;5;2015;1;31;2013;Feb,May,Aug,Nov;Nordrhein-Westfalen;50,78;8,02
327;4;23.07.2015;6,416 €;814;1;0;0;1;c;c;1390;12;2004;0;;;;Niedersachsen;52,82;9,49
328;4;23.07.2015;4,013 €;468;1;0;0;1;a;a;3130;7;2002;0;;;;Sachsen-Anhalt;51,89;11,4
329;4;23.07.2015;5,176 €;545;1;0;0;1;a;a;1310;6;1990;1;22;2012;Mar,Jun,Sept,Dec;Bayern;48,56;11,91
330;4;23.07.2015;3,301 €;339;1;0;0;1;a;c;370;;;1;22;2012;Mar,Jun,Sept,Dec;Sachsen;51,02;12,67
331;4;23.07.2015;5,199 €;694;1;0;0;0;a;c;670;;;1;14;2015;Jan,Apr,Jul,Oct;Sachsen;51,5;12,28
332;4;23.07.2015;3,013 €;429;1;0;0;1;a;a;1840;3;2006;0;;;;Niedersachsen;53,12;9,43
333;4;23.07.2015;9,252 €;1229;1;0;0;1;a;c;3720;2;2010;0;;;;Baden-Wuerttemberg;49,06;8,9
334;4;23.07.2015;4,764 €;456;1;0;0;1;d;c;4040;8;2008;1;18;2013;Mar,Jun,Sept,Dec;Mecklenburg-Vorpommern;53,46;14,22
335;4;23.07.2015;11,568 €;2084;1;0;0;1;b;a;90;;;1;31;2013;Jan,Apr,Jul,Oct;Bayern;49,64;11,75
336;4;23.07.2015;12,142 €;1800;1;0;0;0;a;a;190;7;2014;0;;;;Thueringen;50,98;10,96
337;4;23.07.2015;5,763 €;410;1;0;0;0;d;c;10600;7;2005;1;45;2014;Feb,May,Aug,Nov;Baden-Wuerttemberg;48,24;9,95
338;4;23.07.2015;5,936 €;513;1;0;0;0;a;c;1590;;;1;37;2009;Jan,Apr,Jul,Oct;Bayern;49,47;10,9
339;4;23.07.2015;4,815 €;692;1;0;0;0;a;c;2280;;;1;10;2013;Mar,Jun,Sept,Dec;Niedersachsen;52,99;7,95
340;4;23.07.2015;5,252 €;582;1;0;0;1;a;c;8080;;;0;;;;Bayern;49,63;11,37
341;4;23.07.2015;3,966 €;583;1;0;0;1;a;a;190;9;2011;0;;;;Baden-Wuerttemberg;47,9;10,01
342;4;23.07.2015;10,168 €;772;1;0;0;0;d;c;15770;;;1;40;2014;Jan,Apr,Jul,Oct;Niedersachsen;52,97;9,39
343;4;23.07.2015;6,010 €;634;1;0;0;1;d;a;18650;4;2004;1;14;2014;Jan,Apr,Jul,Oct;Thueringen;50,82;12,09
344;4;23.07.2015;8,370 €;1118;1;0;0;1;a;c;300;4;2011;1;14;2011;Jan,Apr,Jul,Oct;Rheinland-Pfalz;50,33;7,56
345;4;23.07.2015;4,140 €;483;1;0;0;0;a;a;120;;;1;22;2012;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;51,81;6,46
346;4;23.07.2015;6,371 €;608;1;0;0;1;a;c;8090;;;0;;;;Bayern;48,89;12,73
347;4;23.07.2015;5,259 €;423;1;0;0;0;d;c;9360;7;2013;1;22;2012;Mar,Jun,Sept,Dec;Hessen;51,18;9,93
348;4;23.07.2015;8,981 €;791;1;0;0;0;a;a;16490;;;1;22;2012;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;51,26;8,46
349;4;23.07.2015;7,497 €;786;1;0;0;1;c;c;1490;4;2009;0;;;;Sachsen-Anhalt;51,9;13
350;4;23.07.2015;6,252 €;497;1;0;0;0;d;a;8880;;;1;14;2011;Jan,Apr,Jul,Oct;Rheinland-Pfalz;50,91;7,78
351;4;23.07.2015;4,612 €;457;1;0;0;1;a;a;5290;11;2012;1;5;2013;Feb,May,Aug,Nov;Baden-Wuerttemberg;47,74;8,86
352;4;23.07.2015;5,656 €;568;1;0;0;1;d;c;6360;;;1;40;2012;Mar,Jun,Sept,Dec;Nordrhein-Westfalen;51,23;6,56
353;4;23.07.2015;6,193 €;1720;1;0;0;0;b;b;900;;;1;14;2013;Feb,May,Aug,Nov;Baden-Wuerttemberg;48,14;9,71
354;4;23.07.2015;6,510 €;557;1;0;0;1;d;c;1500;10;2005;0;;;;Brandenburg;52,49;12,66
355;4;23.07.2015;8,525 €;1023;1;0;0;1;a;c;9720;8;2013;0;;;;Nordrhein-Westfalen;50,66;6,44
356;4;23.07.2015;5,468 €;426;1;0;0;0;d;c;8970;12;2007;1;22;2012;Feb,May,Aug,Nov;Niedersachsen;52,81;7,97
357;4;23.07.2015;7,291 €;938;1;0;0;1;a;a;2060;10;2008;0;;;;Bayern;48,88;11,55
358;4;23.07.2015;7,221 €;864;1;0;0;1;a;a;2890;10;2003;0;;;;Hessen;49,97;8,99
359;4;23.07.2015;5,786 €;558;1;0;0;0;d;c;4370;;;0;;;;Sachsen-Anhalt;52,11;11,4
360;4;23.07.2015;5,742 €;661;1;0;0;1;a;a;2040;6;2007;0;;;;Mecklenburg-Vorpommern;53,61;14,29
361;4;23.07.2015;4,892 €;533;1;0;0;1;c;c;4490;5;2014;1;5;2013;Feb,May,Aug,Nov;Sachsen;51,26;14,16
362;4;23.07.2015;8,109 €;1061;1;0;0;0;c;c;340;;;0;;;;Sachsen-Anhalt;51,81;10,92
363;4;23.07.2015;6,574 €;856;1;0;0;1;a;a;250;9;2009;0;;;;Schleswig-Holstein;53,91;10,04
364;4;23.07.2015;4,998 €;690;1;0;0;0;a;c;13620;;;1;10;2014;Mar,Jun,Sept,Dec;Bayern;48,07;11,01
365;4;23.07.2015;4,361 €;506;1;0;0;0;c;a;2410;;;1;45;2009;Feb,May,Aug,Nov;Niedersachsen;52,59;7,37
366;4;23.07.2015;5,309 €;550;1;0;0;1;d;c;6470;12;2004;0;;;;Hessen;51,5;9,5
367;4;23.07.2015;3,753 €;440;1;0;0;1;d;c;2640;9;2012;0;;;;Mecklenburg-Vorpommern;53,93;10,94
368;4;23.07.2015;7,167 €;610;1;0;0;0;d;c;1450;4;2005;1;45;2009;Feb,May,Aug,Nov;Bayern;50,11;9,87
369;4;23.07.2015;6,123 €;543;1;0;0;0;d;c;5870;4;2014;0;;;;Rheinland-Pfalz;50,28;7,88
370;4;23.07.2015;6,632 €;576;1;0;0;1;d;a;8250;10;2000;1;31;2009;Jan,Apr,Jul,Oct;Thueringen;50,97;11,45
371;4;23.07.2015;5,317 €;442;1;0;0;0;d;c;1970;7;2009;1;45;2014;Feb,May,Aug,Nov;Sachsen;51,61;12,7
372;4;23.07.2015;6,924 €;614;1;0;0;1;d;c;4880;8;2010;1;18;2014;Jan,Apr,Jul,Oct;Bayern;47,37;10,34
373;4;23.07.2015;3,883 €;289;1;0;0;0;d;c;11120;;;1;22;2012;Jan,Apr,Jul,Oct;Bayern;48,47;10,99
374;4;23.07.2015;6,723 €;780;1;0;0;1;a;a;1150;9;2007;0;;;;Rheinland-Pfalz;50,39;7,45
375;4;23.07.2015;8,526 €;738;1;0;0;1;a;c;15710;2;2013;1;37;2009;Jan,Apr,Jul,Oct;Bayern;48,09;12,41
376;4;23.07.2015;5,807 €;711;1;0;0;1;a;a;160;8;2012;0;;;;Nordrhein-Westfalen;50,91;7,94
377;4;23.07.2015;7,034 €;836;1;0;0;1;a;c;100;6;2010;1;18;2010;Feb,May,Aug,Nov;Sachsen-Anhalt;51,5;11,79
378;4;23.07.2015;5,865 €;951;1;0;0;1;a;c;2140;8;2012;0;;;;Bayern;48,78;12,26
379;4;23.07.2015;3,807 €;476;1;0;0;1;d;a;6630;;;0;;;;Niedersachsen;51,83;10,54
380;4;23.07.2015;11,141 €;1169;1;0;0;1;a;a;2240;5;2013;1;10;2014;Mar,Jun,Sept,Dec;Niedersachsen;53,17;9,5
381;4;23.07.2015;7,726 €;878;1;0;0;1;a;a;1800;11;2006;1;5;2013;Feb,May,Aug,Nov;Bayern;48,97;12,4
382;4;23.07.2015;7,009 €;608;1;0;0;1;c;c;26130;11;2002;0;;;;Bayern;47,74;11,15
383;4;23.07.2015;16,635 €;2201;1;0;0;0;a;c;350;;;0;;;;Niedersachsen;52,21;7,91
384;4;23.07.2015;8,856 €;1050;1;0;0;1;a;c;130;;;1;14;2011;Jan,Apr,Jul,Oct;Brandenburg;52,91;12,38
385;4;23.07.2015;5,549 €;519;1;0;0;0;d;a;4580;9;2007;0;;;;Niedersachsen;52,55;10,2
386;4;23.07.2015;4,766 €;450;1;0;0;1;d;c;1460;4;2014;1;31;2013;Jan,Apr,Jul,Oct;Niedersachsen;53,54;9,1
387;4;23.07.2015;7,631 €;979;1;0;0;1;c;a;210;;;1;36;2013;Mar,Jun,Sept,Dec;Sachsen-Anhalt;51,64;11,07
388;4;23.07.2015;8,329 €;968;1;0;0;1;a;a;2260;;;0;;;;Thueringen;50,94;11,51
389;4;23.07.2015;9,681 €;1216;1;0;0;1;a;c;6690;8;2011;0;;;;Nordrhein-Westfalen;52,32;8,64
390;4;23.07.2015;9,138 €;859;1;0;0;1;a;c;1600;4;2009;0;;;;Rheinland-Pfalz;50,2;7,49
391;4;23.07.2015;4,733 €;590;1;0;0;1;a;a;460;11;2014;1;31;2013;Feb,May,Aug,Nov;Bayern;49,23;10,22
392;4;23.07.2015;5,870 €;609;1;0;0;1;a;a;2120;;;0;;;;Niedersachsen;53,43;9,25
393;4;23.07.2015;4,877 €;504;1;0;0;1;d;c;4820;3;2008;0;;;;Bayern;50,17;11,85
394;4;23.07.2015;7,948 €;648;1;0;0;0;d;a;10850;;;0;;;;Bayern;49,32;10,56
395;4;23.07.2015;3,261 €;392;1;0;0;1;a;a;3620;2;2013;0;;;;Bayern;50,02;11,33
396;4;23.07.2015;9,983 €;1081;1;0;0;1;a;c;23130;;;0;;;;Brandenburg;52,07;14,32
397;4;23.07.2015;4,550 €;662;1;0;0;1;a;c;130;;;1;27;2013;Feb,May,Aug,Nov;Sachsen;51,3;12,69
398;4;23.07.2015;4,585 €;517;1;0;0;1;c;c;1540;;;1;1;2012;Jan,Apr,Jul,Oct;Schleswig-Holstein;54,43;9,04
399;4;23.07.2015;5,272 €;523;1;0;0;0;a;a;5360;9;2012;1;40;2011;Jan,Apr,Jul,Oct;Thueringen;50,73;10,57
400;4;23.07.2015;7,092 €;1043;1;0;0;1;a;a;70;11;2004;1;14;2011;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;49,17;9,48
401;4;23.07.2015;6,594 €;614;1;0;0;1;a;c;9200;10;2009;1;14;2012;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;48,63;10,17
402;4;23.07.2015;4,495 €;507;1;0;0;1;c;c;5830;9;2011;1;13;2010;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;48,83;9,88
403;4;23.07.2015;6,634 €;667;1;0;0;1;a;a;4970;7;2015;0;;;;Hessen;50,24;8,58
404;4;23.07.2015;4,588 €;588;1;0;0;0;a;c;1420;;;1;10;2013;Mar,Jun,Sept,Dec;Brandenburg;51,91;13,4
405;4;23.07.2015;3,073 €;375;1;0;0;1;a;a;1080;4;2008;1;14;2011;Jan,Apr,Jul,Oct;Niedersachsen;53,31;7,69
406;4;23.07.2015;6,160 €;465;1;0;0;0;d;c;8240;3;2001;1;10;2013;Feb,May,Aug,Nov;Sachsen-Anhalt;51,49;11,26
407;4;23.07.2015;3,919 €;362;1;0;0;0;a;a;5890;10;2003;1;14;2011;Feb,May,Aug,Nov;Niedersachsen;52,6;7,84
408;4;23.07.2015;4,433 €;458;1;0;0;0;c;a;1560;;;1;45;2009;Feb,May,Aug,Nov;Baden-Wuerttemberg;48,99;10,15
409;4;23.07.2015;6,182 €;566;1;0;0;0;d;c;840;;;1;1;2013;Jan,Apr,Jul,Oct;Hessen;51,12;10,01
410;4;23.07.2015;4,045 €;557;1;0;0;1;c;a;40;11;2011;1;22;2012;Mar,Jun,Sept,Dec;Sachsen-Anhalt;52,9;11,17
411;4;23.07.2015;8,716 €;719;1;0;0;0;d;c;8460;;;0;;;;Bayern;49,14;12,08
412;4;23.07.2015;8,851 €;613;1;0;0;0;d;c;4460;;;1;39;2010;Jan,Apr,Jul,Oct;Hessen;49,79;8,88
413;4;23.07.2015;6,873 €;889;1;0;0;0;a;c;760;9;2014;0;;;;Bayern;49,32;12,17
414;4;23.07.2015;6,027 €;471;1;0;0;0;d;c;6210;;;1;1;2013;Jan,Apr,Jul,Oct;Niedersachsen;52,86;9,85
415;4;23.07.2015;5,841 €;499;1;0;0;0;d;c;6910;4;2005;0;;;;Niedersachsen;52,01;10,29
416;4;23.07.2015;9,419 €;1233;1;0;0;1;a;c;4650;6;2014;0;;;;Nordrhein-Westfalen;51,16;7,65
417;4;23.07.2015;5,634 €;621;1;0;0;1;a;c;840;;;1;10;2014;Jan,Apr,Jul,Oct;Niedersachsen;52,44;6,95
418;4;23.07.2015;3,665 €;464;1;0;0;1;a;a;1060;5;2009;1;27;2011;Feb,May,Aug,Nov;Baden-Wuerttemberg;48,96;9,32
419;4;23.07.2015;4,370 €;691;1;0;0;1;c;a;1620;9;2009;0;;;;Rheinland-Pfalz;50,37;7,22
420;4;23.07.2015;4,456 €;442;1;0;0;0;d;c;250;;;1;27;2012;Jan,Apr,Jul,Oct;Niedersachsen;52,51;10,23
421;4;23.07.2015;8,236 €;876;1;0;0;1;c;c;3530;6;2012;1;35;2012;Mar,Jun,Sept,Dec;Niedersachsen;52,74;9,16
422;4;23.07.2015;3,588 €;363;1;0;0;1;a;c;2880;;;0;;;;Bayern;48,4;13,05
423;4;23.07.2015;10,044 €;1804;1;0;0;1;b;a;1270;5;2014;0;;;;Bayern;50,39;11,31
424;4;23.07.2015;5,434 €;661;1;0;0;1;d;c;1250;;;1;40;2011;Jan,Apr,Jul,Oct;Sachsen;50,4;11,96
425;4;23.07.2015;2,791 €;424;1;0;0;1;d;c;1460;;;0;;;;Hessen;50,22;8,16
426;4;23.07.2015;3,221 €;501;1;0;0;1;a;a;250;;;0;;;;Nordrhein-Westfalen;51,22;7,97
427;4;23.07.2015;8,389 €;748;1;0;0;0;a;c;70;7;2005;1;13;2010;Jan,Apr,Jul,Oct;Niedersachsen;52,99;10,2
428;4;23.07.2015;6,474 €;563;1;0;0;0;d;a;2960;12;2014;1;23;2015;Mar,Jun,Sept,Dec;Schleswig-Holstein;54,02;8,91
429;4;23.07.2015;4,729 €;389;1;0;0;0;d;c;16350;7;2005;1;31;2013;Jan,Apr,Jul,Oct;Sachsen-Anhalt;52,18;11,62
430;4;23.07.2015;7,660 €;682;1;0;0;0;d;c;12870;10;2008;0;;;;Bayern;49,74;11,37
431;4;23.07.2015;8,457 €;912;1;0;0;1;d;c;4520;;;0;;;;Berlin;52,44;13,65
432;4;23.07.2015;11,301 €;1654;1;0;0;1;a;a;810;5;2013;0;;;;Nordrhein-Westfalen;51,14;7,96
433;4;23.07.2015;5,848 €;682;1;0;0;1;a;c;30030;11;2010;0;;;;Niedersachsen;52,16;9,24
434;4;23.07.2015;9,731 €;657;1;0;0;0;a;a;13020;8;2003;1;40;2014;Jan,Apr,Jul,Oct;Bayern;48,66;12,96
435;4;23.07.2015;2,607 €;336;1;0;0;1;a;a;910;;;0;;;;Nordrhein-Westfalen;52,12;7,13
436;4;23.07.2015;4,577 €;520;1;0;0;1;d;a;2300;;;0;;;;Brandenburg;52,15;12,66
437;4;23.07.2015;6,330 €;646;1;0;0;1;c;c;430;;;1;50;2010;Jan,Apr,Jul,Oct;Bayern;49,39;10,24
438;4;23.07.2015;4,392 €;464;1;0;0;1;d;c;1110;;;1;40;2012;Jan,Apr,Jul,Oct;Niedersachsen;52,31;8,07
439;4;23.07.2015;5,650 €;686;1;0;0;1;a;a;1350;9;2009;0;;;;Sachsen-Anhalt;52,78;11,01
440;4;23.07.2015;4,509 €;559;1;0;0;0;d;a;3900;4;2005;1;45;2009;Feb,May,Aug,Nov;Bremen;53,1;8,79
441;4;23.07.2015;4,941 €;611;1;0;0;1;d;a;2530;;;0;;;;Schleswig-Holstein;53,45;10,44
442;4;23.07.2015;3,316 €;389;1;0;0;0;c;a;500;;;1;45;2009;Feb,May,Aug,Nov;Bayern;50,37;11,84
443;4;23.07.2015;4,772 €;458;1;0;0;1;d;a;11400;12;2005;0;;;;Mecklenburg-Vorpommern;53,37;11,82
444;4;23.07.2015;9,854 €;1225;1;0;0;1;c;a;1700;11;2009;0;;;;Brandenburg;51,63;13,28
445;4;23.07.2015;7,868 €;1254;1;0;0;1;a;a;240;;;0;;;;Brandenburg;52,62;13,7
446;4;23.07.2015;3,981 €;541;1;0;0;1;a;a;340;10;2000;1;31;2013;Feb,May,Aug,Nov;Hessen;50,86;8,44
447;4;23.07.2015;4,314 €;547;1;0;0;1;a;c;1510;9;2013;0;;;;Bayern;47,94;12,3
448;4;23.07.2015;7,436 €;661;1;0;0;1;a;c;3970;9;2009;0;;;;Niedersachsen;52,12;10,83
449;4;23.07.2015;9,609 €;1407;1;0;0;0;a;c;120;12;2014;1;37;2009;Jan,Apr,Jul,Oct;Bayern;47,61;10,93
450;4;23.07.2015;9,251 €;1117;1;0;0;0;c;a;5780;11;1994;1;10;2014;Mar,Jun,Sept,Dec;Brandenburg;52,44;12,7
451;4;23.07.2015;4,732 €;433;1;0;0;0;a;a;2460;4;2009;1;13;2010;Jan,Apr,Jul,Oct;Bayern;50,36;9,99
452;4;23.07.2015;3,873 €;439;1;0;0;1;a;c;1850;8;2013;1;5;2011;Feb,May,Aug,Nov;Sachsen;50,8;12,83
453;4;23.07.2015;13,564 €;1664;1;0;0;1;a;c;75860;;;0;;;;Niedersachsen;53,03;8,38
454;4;23.07.2015;5,067 €;673;1;0;0;1;a;a;26450;;;0;;;;Thueringen;51,41;10,49
455;4;23.07.2015;7,269 €;460;1;0;0;0;d;c;7660;9;2010;0;;;;Bayern;49,17;10,65
456;4;23.07.2015;4,579 €;748;1;0;0;1;a;c;140;;;0;;;;Mecklenburg-Vorpommern;54,14;13,11
457;4;23.07.2015;4,791 €;483;1;0;0;0;d;c;13140;;;1;31;2013;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;49,42;9,74
458;4;23.07.2015;6,832 €;666;1;0;0;0;c;a;3390;;;0;;;;Brandenburg;53,11;12,45
459;4;23.07.2015;7,568 €;985;1;0;0;1;a;a;250;9;2008;1;5;2013;Feb,May,Aug,Nov;Brandenburg;52,06;12,46
460;4;23.07.2015;4,010 €;442;1;0;0;1;a;a;34050;4;2008;0;;;;Niedersachsen;52,62;8,67
461;4;23.07.2015;4,266 €;438;1;0;0;0;d;c;1790;7;2013;1;40;2013;Jan,Apr,Jul,Oct;Sachsen-Anhalt;52,09;11,89
462;4;23.07.2015;4,282 €;547;1;0;0;1;a;a;44320;8;2008;0;;;;Brandenburg;52,57;14,58
463;4;23.07.2015;4,726 €;755;1;0;0;1;a;a;4160;;;0;;;;Sachsen-Anhalt;52,69;11,42
464;4;23.07.2015;9,175 €;1063;1;0;0;1;c;a;520;3;2009;0;;;;Mecklenburg-Vorpommern;53,44;11,33
465;4;23.07.2015;7,340 €;585;1;0;0;0;d;c;10890;4;2005;0;;;;Brandenburg;52,79;13,15
466;4;23.07.2015;5,465 €;621;1;0;0;1;a;c;3110;3;2003;0;;;;Hessen;51,11;9,33
467;4;23.07.2015;11,825 €;1507;1;0;0;1;a;c;20390;4;2008;0;;;;Schleswig-Holstein;53,61;10,27
468;4;23.07.2015;4,968 €;630;1;0;0;1;c;c;5260;9;2012;0;;;;Hessen;50,85;8,99
469;4;23.07.2015;8,151 €;1110;1;0;0;1;c;c;710;9;2005;0;;;;Bayern;47,71;11,47
470;4;23.07.2015;9,511 €;1348;1;0;0;1;a;c;50;;;0;;;;Bayern;49,62;12,01
471;4;23.07.2015;7,445 €;592;1;0;0;0;d;a;5300;;;1;45;2009;Feb,May,Aug,Nov;Mecklenburg-Vorpommern;53,74;13,71
472;4;23.07.2015;4,339 €;597;1;0;0;1;c;c;5030;8;2011;0;;;;Mecklenburg-Vorpommern;53,42;12,87
473;4;23.07.2015;2,831 €;409;1;0;0;1;a;a;50;;;0;;;;Niedersachsen;53,32;7,78
474;4;23.07.2015;5,968 €;608;1;0;0;1;c;a;14810;;;1;14;2011;Mar,Jun,Sept,Dec;Baden-Wuerttemberg;48,55;8,82
475;4;23.07.2015;4,729 €;771;1;0;0;1;a;a;140;9;2005;0;;;;Rheinland-Pfalz;49,33;7,5
476;4;23.07.2015;5,383 €;592;1;0;0;1;d;a;8300;9;2006;0;;;;Bayern;48,21;12,06
477;4;23.07.2015;5,462 €;451;1;0;0;0;d;a;770;7;2010;1;35;2010;Jan,Apr,Jul,Oct;Hessen;51,18;9,91
478;4;23.07.2015;5,452 €;573;1;0;0;1;d;c;1940;3;2012;0;;;;Baden-Wuerttemberg;47,97;9,64
479;4;23.07.2015;10,426 €;1255;1;0;0;1;a;a;320;12;2005;1;9;2011;Feb,May,Aug,Nov;Thueringen;51,11;11,05
480;4;23.07.2015;3,871 €;533;1;0;0;1;a;a;300;11;2012;0;;;;Brandenburg;52,08;12,53
481;4;23.07.2015;5,834 €;529;1;0;0;0;c;c;7470;;;1;44;2012;Feb,May,Aug,Nov;Baden-Wuerttemberg;48,08;8,21
482;4;23.07.2015;5,691 €;696;1;0;0;1;c;a;2550;10;2005;0;;;;Niedersachsen;53,14;11,14
483;4;23.07.2015;3,982 €;588;1;0;0;1;a;c;2310;9;2011;1;13;2010;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;51,81;7,74
484;4;23.07.2015;7,273 €;651;1;0;0;1;a;c;14300;3;2011;0;;;;Schleswig-Holstein;54,18;10,67
485;4;23.07.2015;4,616 €;394;1;0;0;0;d;c;3270;;;1;22;2012;Jan,Apr,Jul,Oct;Sachsen-Anhalt;51;12,23
486;4;23.07.2015;3,947 €;492;1;0;0;1;a;a;2320;;;1;31;2013;Jan,Apr,Jul,Oct;Sachsen;50,81;13,57
487;4;23.07.2015;6,349 €;634;1;0;0;1;d;c;2180;9;2012;1;40;2012;Jan,Apr,Jul,Oct;Sachsen-Anhalt;52,26;11,57
488;4;23.07.2015;2,601 €;284;1;0;0;1;a;c;2890;4;2014;0;;;;Bayern;49,85;12,24
489;4;23.07.2015;6,025 €;631;1;0;0;1;a;a;14960;11;2013;1;37;2009;Jan,Apr,Jul,Oct;Hessen;49,89;8,6
490;4;23.07.2015;6,669 €;945;1;0;0;0;a;a;660;4;2013;1;40;2014;Jan,Apr,Jul,Oct;Sachsen;50,98;14,89
491;4;23.07.2015;5,992 €;496;1;0;0;0;d;c;4680;;;1;22;2012;Mar,Jun,Sept,Dec;Schleswig-Holstein;54,16;10,89
492;4;23.07.2015;6,885 €;1193;1;0;0;0;a;a;1740;3;2008;1;40;2012;Jan,Apr,Jul,Oct;Bayern;49,81;12,18
493;4;23.07.2015;6,340 €;674;1;0;0;1;d;c;1150;;;1;14;2011;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;48,39;9,14
494;4;23.07.2015;5,584 €;883;1;0;0;1;b;a;1260;6;2011;0;;;;Niedersachsen;53,01;7,29
495;4;23.07.2015;4,464 €;375;1;0;0;0;d;a;5470;;;1;37;2009;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;48,75;9,55
496;4;23.07.2015;5,820 €;677;1;0;0;1;d;c;2780;6;2015;0;;;;Sachsen-Anhalt;52,75;12,18
497;4;23.07.2015;8,779 €;1060;1;0;0;0;a;c;1610;;;0;;;;Niedersachsen;52,78;10,52
498;4;23.07.2015;6,312 €;827;1;0;0;0;a;a;990;;;1;40;2014;Jan,Apr,Jul,Oct;Hessen;50,1;8,96
499;4;23.07.2015;5,150 €;713;1;0;0;0;c;c;450;;;1;5;2013;Feb,May,Aug,Nov;Sachsen-Anhalt;51,36;11,41
500;4;23.07.2015;5,950 €;435;1;0;0;0;d;c;10690;9;2007;1;5;2013;Jan,Apr,Jul,Oct;Sachsen;50,67;12,95
501;4;23.07.2015;3,861 €;479;1;0;0;0;a;c;1620;9;2006;0;;;;Sachsen-Anhalt;52,69;10,98
502;4;23.07.2015;9,236 €;1348;1;0;0;0;a;a;220;2;2002;1;37;2009;Jan,Apr,Jul,Oct;Hessen;50,01;8,92
503;4;23.07.2015;5,745 €;432;1;0;0;1;d;c;13080;9;2006;1;14;2011;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;51,8;8,32
504;4;23.07.2015;5,933 €;831;1;0;0;1;c;c;820;;;0;;;;Baden-Wuerttemberg;49,01;9,3
505;4;23.07.2015;4,337 €;590;1;0;0;0;a;a;350;;;1;5;2013;Feb,May,Aug,Nov;Baden-Wuerttemberg;48,5;8,66
506;4;23.07.2015;5,810 €;675;1;0;0;1;a;a;1850;12;2014;1;18;2011;Feb,May,Aug,Nov;Brandenburg;51,73;14,4
507;4;23.07.2015;6,945 €;568;1;0;0;1;a;c;9070;4;2011;1;37;2009;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;53,47;13,31
508;4;23.07.2015;5,645 €;545;1;0;0;1;a;c;1280;;;1;40;2011;Jan,Apr,Jul,Oct;Schleswig-Holstein;54,88;8,3
509;4;23.07.2015;5,306 €;490;1;0;0;0;a;a;4740;7;2008;1;37;2009;Jan,Apr,Jul,Oct;Hessen;51,04;9,8
510;4;23.07.2015;7,077 €;734;1;0;0;1;a;c;8260;;;0;;;;Mecklenburg-Vorpommern;53,4;12,96
511;4;23.07.2015;5,573 €;768;1;0;0;1;a;a;2060;9;2009;0;;;;Baden-Wuerttemberg;48,53;9,58
512;4;23.07.2015;5,411 €;1412;1;0;0;0;b;b;590;;;1;5;2013;Mar,Jun,Sept,Dec;Baden-Wuerttemberg;48,76;10,07
513;4;23.07.2015;14,959 €;1719;1;0;0;1;a;a;400;8;2013;0;;;;Niedersachsen;52,63;7,61
514;4;23.07.2015;4,934 €;570;1;0;0;0;c;c;1200;7;2012;1;27;2012;Jan,Apr,Jul,Oct;Rheinland-Pfalz;50,23;6,65
515;4;23.07.2015;6,428 €;608;1;0;0;1;d;c;11260;;;1;9;2011;Feb,May,Aug,Nov;Bayern;49,82;11,89
516;4;23.07.2015;4,996 €;632;1;0;0;1;a;c;20;;;1;35;2010;Mar,Jun,Sept,Dec;Thueringen;51,34;10,22
517;4;23.07.2015;6,166 €;700;1;0;0;0;a;c;22490;;;0;;;;Mecklenburg-Vorpommern;53,49;11,01
518;4;23.07.2015;5,228 €;464;1;0;0;0;d;c;3330;3;2015;1;13;2010;Jan,Apr,Jul,Oct;Rheinland-Pfalz;50,08;7,56
